ticker
AADI
AALI
ABDA
ABMM
ACES
ACRO
ACST
ADES
ADHI
ADMF
ADMG
ADMR
ADRO
AEGS
AGAR
AGII
AGRO
AGRS
AHAP
AIMS
AISA
AKPI
AKRA
AKSI
ALDO
ALII
ALKA
AMAG
AMAN
AMAR
AMFG
AMIN
AMMN
AMMS
AMOR
AMRT
ANDI
ANJT
ANTM
APEX
APIC
APII
APLI
APLN
ARCI
AREA
ARGO
ARII
ARKO
ARNA
ARTA
ARTO
ASBI
ASDM
ASGR
ASHA
ASII
ASJT
ASLC
ASLI
ASMI
ASPI
ASPR
ASRI
ASRM
ASSA
ATAP
ATIC
ATLA
AUTO
AVIA
AWAN
AXIO
AYAM
AYLS
BABP
BABY
BACA
BACH
BAIK
BAJA
BALI
BANK
BAPA
BAPI
BATR
BAUT
BAYU
BBCA
BBHI
BBKP
BBLD
BBMD
BBNI
BBRI
BBRM
BBSI
BBSS
BBTN
BBYB
BCAP
BCIC
BCIP
BDKR
BDMN
BEEF
BEER
BEKS
BELI
BELL
BESS
BEST
BFIN
BGTG
BHIT
BINA
BINO
BIPI
BIPP
BIRD
BISI
BJBR
BJTM
BKDP
BKSL
BKSW
BLES
BLOG
BLTA
BLUE
BMAS
BMBL
BMHS
BMRI
BMSR
BMTR
BNBA
BNBR
BNGA
BNII
BNLI
BOAT
BOBA
BOGA
BOLA
BOLT
BPFI
BPII
BPTR
BRAM
BREN
BRIS
BRMS
BRNA
BRPT
BRRC
BSBK
BSDE
BSIM
BSML
BSSR
BSWD
BTEK
BTON
BTPN
BTPS
BUAH
BUDI
BUKA
BUKK
BULL
BUMI
BUVA
BVIC
BWPT
BYAN
CAKK
CAMP
CARE
CARS
CASA
CASH
CASS
CBDK
CBPE
CBRE
CBUT
CCSI
CDIA
CEKA
CENT
CFIN
CGAS
CHEK
CHEM
CHIP
CINT
CITA
CITY
CLAY
CLEO
CLPI
CMNP
CMNT
CMRY
CNMA
COAL
COCO
COIN
CPIN
CPRO
CRSN
CSAP
CSIS
CSMI
CSRA
CTBN
CTRA
CTTH
CUAN
CYBR
DAAZ
DADA
DART
DATA
DAYA
DCII
DEFI
DEPO
DEWA
DEWI
DFAM
DGIK
DGNS
DGWG
DILD
DIVA
DKFT
DKHH
DLTA
DMAS
DMMX
DMND
DNAR
DNET
DOID
DOOH
DOSS
DPUM
DRMA
DSFI
DSNG
DSSA
DUTI
DVLA
DWGL
DYAN
EAST
ECII
EKAD
ELIT
ELPI
ELSA
ELTY
EMAS
EMDE
EMMI
EMTK
ENAK
ENRG
ENZO
EPAC
EPMT
ERAA
ERAL
ERTX
ESIP
ESSA
ESTA
ESTI
EURO
EXCL
FAPA
FAST
FILM
FIRE
FISH
FITT
FLMC
FMII
FOLK
FORE
FORU
FPNI
FUJI
FUTR
FWCT
GDST
GDYR
GEMA
GEMS
GGRM
GGRP
GHON
GIAA
GJTL
GLVA
GMFI
GMTD
GOLD
GOLF
GOOD
GOTO
GPRA
GPSO
GRIA
GRPH
GRPM
GSMF
GTRA
GTSI
GULA
GUNA
GWSA
GZCO
HADE
HAIS
HAJJ
HALO
HATM
HBAT
HDFA
HDIT
HEAL
HELI
HERO
HEXA
HGII
HMSP
HOKI
HOMI
HOPE
HRME
HRTA
HRUM
HUMI
HYGN
IATA
IBOS
ICBP
ICON
IDEA
IDPR
IFII
IFSH
IGAR
IKAI
IKAN
IKBI
IKPM
IMAS
IMJS
IMPC
INAI
INCI
INCO
INDF
INDO
INDR
INDS
INDY
INET
INKP
INOV
INPC
INPP
INPS
INTD
INTP
IOTF
IPAC
IPCC
IPCM
IPOL
IPTV
IRRA
IRSX
ISAP
ISAT
ISEA
ISSP
ITIC
ITMA
ITMG
JARR
JAST
JATI
JAWA
JAYA
JECC
JECX
JELI
JGLE
JIHD
JKON
JPFA
JRPT
JSMR
JSPT
JTPE
KAEF
KAQI
KBAG
KBLI
KBLM
KBLV
KDSI
KDTN
KEEN
KEJU
KETR
KICI
KIJA
KING
KINO
KIOS
KJEN
KKES
KKGI
KLAS
KLBF
KLIN
KMDS
KMTR
KOBX
KOCI
KOKA
KONI
KOPI
KOTA
KPIG
KRAS
KREN
KRYA
KSIX
KUAS
LABA
LABS
LAJU
LAND
LAPD
LCKM
LEAD
LFLO
LIFE
LINK
LION
LIVE
LMAX
LMPI
LOPI
LPCK
LPGI
LPIN
LPKR
LPLI
LPPF
LPPS
LRNA
LSIP
LTLS
LUCK
LUCY
MAHA
MAIN
MANG
MAPA
MAPB
MAPI
MARK
MASB
MAXI
MAYA
MBAP
MBMA
MBSS
MBTO
MCAS
MCOL
MCOR
MDIA
MDIY
MDKA
MDKI
MDLA
MDLN
MEDC
MEDS
MEGA
MEJA
MERI
MERK
MGLV
MGNA
MGRO
MHKI
MICE
MIDI
MIKA
MINA
MINE
MIRA
MITI
MKAP
MKPI
MKTR
MLBI
MLIA
MLPL
MLPT
MMIX
MMLP
MNCN
MOLI
MORA
MPIX
MPMX
MPOW
MPPA
MPRO
MPXL
MRAT
MSIE
MSIN
MSJA
MSKY
MSTI
MTDL
MTEL
MTLA
MTMH
MTWI
MUTU
MYOH
MYOR
NAIK
NANO
NASA
NASI
NATO
NAYZ
NCKL
NELY
NEST
NETV
NFCX
NICE
NICK
NICL
NIKL
NINE
NIRO
NISP
NOBU
NPGF
NRCA
NSSS
NTBK
NZIA
OASA
OBAT
OBMD
OILS
OKAS
OLIV
OMED
OMRE
OPMS
PACK
PADA
PADI
PALM
PAMG
PANI
PANR
PANS
PART
PBID
PBRX
PBSA
PCAR
PDES
PDPP
PEGE
PEHA
PEVE
PGAS
PGEO
PGJO
PGLI
PGUN
PICO
PIPA
PJAA
PJHB
PKPK
PLAN
PMJS
PMUI
PNBN
PNBS
PNGO
PNIN
PNLF
PNSE
POLA
POLI
POLU
PORT
POWR
PPGL
PPRE
PPRI
PPRO
PRAY
PRDA
PRDL
PRIM
PSAB
PSAT
PSDN
PSGO
PSKT
PSSI
PTBA
PTIS
PTMP
PTPP
PTPS
PTPW
PTRO
PTSN
PTSP
PUDP
PURA
PURI
PWON
PYFA
PZZA
RAAM
RAJA
RALS
RANC
RANS
RATU
RBMS
RCCC
RDTX
REAL
RELF
RELI
RGAS
RICY
RIGS
RISE
RLCO
RMKE
RMKO
ROCK
RODA
RONY
ROTI
RSCH
RSGK
RUIS
RUNS
SAFE
SAGE
SAME
SAMF
SAPX
SATU
SBMA
SCCO
SCMA
SCNP
SDMU
SDPC
SDRA
SEMA
SFAN
SGER
SGRO
SHID
SHIP
SICO
SIDO
SILO
SIMP
SINI
SIPD
SKBM
SKLT
SKRN
SLIS
SMAR
SMBR
SMDM
SMDR
SMGA
SMGR
SMIL
SMKL
SMKM
SMLE
SMMA
SMMT
SMRA
SMSM
SNLK
SOCI
SOFA
SOHO
SOLA
SONA
SOSS
SOTS
SPMA
SPRE
SPTO
SQMI
SRAJ
SRSN
SRTG
SSIA
SSMS
SSTM
STAA
STAR
STRK
STTP
SULI
SUNI
SUPA
SURE
SURI
SWID
TALF
TAMA
TAMU
TAPG
TARA
TAXI
TBIG
TBLA
TBMS
TCID
TCPI
TEBE
TFAS
TFCO
TGKA
TGUK
TIFA
TINS
TIRA
TKIM
TLDN
TLKM
TMAS
TMPO
TNCA
TOBA
TOOL
TOSK
TOTL
TOTO
TOWR
TPIA
TPMA
TRGU
TRIM
TRIN
TRIS
TRJA
TRON
TRST
TRUK
TRUS
TSPC
TUGU
TYRE
UANG
UCID
UDNG
UFOE
ULTJ
UNIC
UNIQ
UNTD
UNTR
UNVR
URBN
UVCR
VAST
VERN
VICI
VICO
VINS
VISI
VIVA
VKTR
VOKS
VRNA
VTNY
WAPO
WBSA
WEGE
WEHA
WGSH
WIDI
WIFI
WIIM
WINE
WINR
WINS
WIRG
WMPP
WMUU
WOMF
WOOD
WOWS
WTON
XBID
XBIN
XBLQ
XBSK
XCEG
XCID
XCIS
XCLQ
XDIF
XIFE
XIHD
XIIC
XIID
XIIF
XIIT
XIJI
XILV
XIML
XIPB
XIPI
XISB
XISC
XISI
XISR
XKID
XKIV
XKMS
XMGB
XMIG
XMLF
XMSK
XPDV
XPIN
XPLQ
XPSG
XPTD
XRDN
XSBC
XSPI
XSSI
YELO
YOII
YPAS
YULE
YUPI
ZATA
ZONE
ZYRX
